doc1@Lorem	0.1693518311647693
doc1@dolor	0.1693518311647693
doc1@ipsum	0.1644019538931654
doc1@sit	0.1693518311647693
doc2@Vituperata	0.1068491091036630
doc2@at	0.1068491091036630
doc2@incorrupte	0.1068491091036630
doc2@ipsum	0.0625027220611063
doc2@pro	0.1068491091036630
doc2@quo	0.1068491091036630
doc3@Has	0.1263756730470296
doc3@disputationi	0.1263756730470296
doc3@id	0.1263756730470296
doc3@persius	0.1263756730470296
doc3@simul	0.1263756730470296
doc4@Has	0.1263756730470296
doc4@disputationi	0.1263756730470296
doc4@id	0.1263756730470296
doc4@persius	0.1263756730470296
doc4@simul	0.1263756730470296
doc5@Vituperata	0.1068491091036630
doc5@at	0.1068491091036630
doc5@incorrupte	0.1068491091036630
doc5@ipsum	0.0625027220611063
doc5@pro	0.1068491091036630
doc5@quo	0.1068491091036630
